ordinal,rank,score,valid,scoreDisplay,competitorId,year,competition
6.0,17.0,52.0,1.0,36:03.39,2725.0,2022,games
7.0,5.0,88.0,1.0,13:38.20,2725.0,2022,games
8.0,17.0,52.0,1.0,09:16.90,2725.0,2022,games
9.0,16.0,55.0,1.0,145 cal,2725.0,2022,games
10.0,25.0,32.0,1.0,04:38.00,2725.0,2022,games
11.0,18.0,49.0,1.0,310 lb,2725.0,2022,games
12.0,18.0,37.0,1.0,07:42.96,2725.0,2022,games
13.0,14.0,49.0,1.0,02:19.92,2725.0,2022,games
14.0,10.0,64.0,1.0,08:44.10,2725.0,2022,games
1.0,21.0,40.0,1.0,38:56.81,153625.0,2022,games
2.0,5.0,88.0,1.0,07:05.22,153625.0,2022,games
3.0,17.0,52.0,1.0,12 rep,153625.0,2022,games
4.0,18.0,49.0,1.0,18 pt,153625.0,2022,games
5.0,23.0,36.0,1.0,CAP+12,153625.0,2022,games
6.0,16.0,55.0,1.0,35:58.05,153625.0,2022,games
7.0,7.0,82.0,1.0,13:44.84,153625.0,2022,games
8.0,13.0,64.0,1.0,08:36.13,153625.0,2022,games
9.0,9.0,76.0,1.0,148 cal,153625.0,2022,games
10.0,14.0,61.0,1.0,04:18.73,153625.0,2022,games
11.0,29.0,24.0,1.0,300 lb,153625.0,2022,games
12.0,27.0,10.0,1.0,09:10.22,153625.0,2022,games
13.0,29.0,4.0,1.0,CAP+6,153625.0,2022,games
14.0,3.0,92.0,1.0,08:10.64,153625.0,2022,games
1.0,29.0,24.0,1.0,39:59.32,843041.0,2022,games
2.0,20.0,43.0,1.0,07:17.33,843041.0,2022,games
3.0,15.0,58.0,1.0,13 rep,843041.0,2022,games
4.0,1.0,100.0,1.0,1 pt,843041.0,2022,games
5.0,9.0,76.0,1.0,09:58.84,843041.0,2022,games
6.0,19.0,46.0,1.0,36:20.95,843041.0,2022,games
7.0,26.0,30.0,1.0,15:39.53,843041.0,2022,games
8.0,22.0,38.0,1.0,09:56.31,843041.0,2022,games
9.0,34.0,14.0,1.0,131 cal,843041.0,2022,games
10.0,5.0,88.0,1.0,04:07.78,843041.0,2022,games
11.0,1.0,100.0,1.0,340 lb,843041.0,2022,games
12.0,13.0,52.0,1.0,07:26.35,843041.0,2022,games
13.0,16.0,43.0,1.0,02:32.10,843041.0,2022,games
14.0,25.0,16.0,1.0,09:34.98,843041.0,2022,games
1.0,2.0,97.0,1.0,36:49.34,173837.0,2022,games
2.0,30.0,22.0,1.0,07:39.13,173837.0,2022,games
3.0,34.0,14.0,1.0,7 rep,173837.0,2022,games
4.0,7.0,82.0,1.0,7 pt,173837.0,2022,games
5.0,15.0,58.0,1.0,CAP+6,173837.0,2022,games
6.0,34.0,14.0,1.0,42:38.24,173837.0,2022,games
7.0,12.0,67.0,1.0,14:25.59,173837.0,2022,games
8.0,14.0,61.0,1.0,08:41.16,173837.0,2022,games
9.0,3.0,94.0,1.0,154 cal,173837.0,2022,games
10.0,31.0,20.0,1.0,04:44.40,173837.0,2022,games
11.0,30.0,22.0,1.0,290 lb,173837.0,2022,games
12.0,10.0,64.0,1.0,07:01.54,173837.0,2022,games
13.0,19.0,34.0,1.0,02:52.45,173837.0,2022,games
14.0,7.0,76.0,1.0,08:32.94,173837.0,2022,games
1.0,33.0,16.0,1.0,40:56.66,107101.0,2022,games
2.0,28.0,26.0,1.0,07:29.31,107101.0,2022,games
3.0,21.0,40.0,1.0,12 rep,107101.0,2022,games
4.0,13.0,64.0,1.0,13 pt,107101.0,2022,games
5.0,22.0,38.0,1.0,CAP+11,107101.0,2022,games
6.0,15.0,58.0,1.0,35:53.87,107101.0,2022,games
7.0,14.0,61.0,1.0,14:45.56,107101.0,2022,games
8.0,35.0,12.0,1.0,CAP+39,107101.0,2022,games
9.0,6.0,85.0,1.0,152 cal,107101.0,2022,games
10.0,2.0,97.0,1.0,03:57.93,107101.0,2022,games
11.0,3.0,94.0,1.0,340 lb,107101.0,2022,games
12.0,11.0,60.0,1.0,07:02.66,107101.0,2022,games
13.0,25.0,16.0,1.0,03:56.97,107101.0,2022,games
14.0,17.0,40.0,1.0,09:10.85,107101.0,2022,games
1.0,8.0,79.0,1.0,37:25.29,702092.0,2022,games
2.0,16.0,55.0,1.0,07:12.14,702092.0,2022,games
3.0,13.0,64.0,1.0,13 rep,702092.0,2022,games
4.0,36.0,10.0,1.0,36 pt,702092.0,2022,games
5.0,25.0,32.0,1.0,CAP+13,702092.0,2022,games
6.0,11.0,70.0,1.0,34:55.47,702092.0,2022,games
7.0,16.0,55.0,1.0,14:47.40,702092.0,2022,games
8.0,31.0,20.0,1.0,CAP+35,702092.0,2022,games
9.0,26.0,30.0,1.0,137 cal,702092.0,2022,games
10.0,27.0,28.0,1.0,04:39.81,702092.0,2022,games
11.0,25.0,32.0,1.0,300 lb,702092.0,2022,games
12.0,14.0,49.0,1.0,07:29.72,702092.0,2022,games
13.0,2.0,96.0,1.0,01:29.25,702092.0,2022,games
14.0,9.0,68.0,1.0,08:40.91,702092.0,2022,games
1.0,32.0,18.0,1.0,40:11.38,1690.0,2022,games
2.0,15.0,58.0,1.0,07:10.97,1690.0,2022,games
3.0,12.0,67.0,1.0,13 rep,1690.0,2022,games
4.0,17.0,52.0,1.0,17 pt,1690.0,2022,games
5.0,21.0,40.0,1.0,CAP+11,1690.0,2022,games
6.0,3.0,94.0,1.0,32:16.22,1690.0,2022,games
7.0,20.0,43.0,1.0,15:02.00,1690.0,2022,games
8.0,30.0,22.0,1.0,CAP+34,1690.0,2022,games
9.0,18.0,49.0,1.0,144 cal,1690.0,2022,games
10.0,18.0,49.0,1.0,04:23.42,1690.0,2022,games
11.0,19.0,46.0,1.0,310 lb,1690.0,2022,games
12.0,17.0,40.0,1.0,07:42.09,1690.0,2022,games
13.0,10.0,64.0,1.0,01:56.50,1690.0,2022,games
14.0,16.0,43.0,1.0,09:00.37,1690.0,2022,games
1.0,12.0,67.0,1.0,37:56.00,671093.0,2022,games
2.0,31.0,20.0,1.0,07:40.03,671093.0,2022,games
3.0,22.0,38.0,1.0,12 rep,671093.0,2022,games
4.0,14.0,61.0,1.0,14 pt,671093.0,2022,games
5.0,39.0,4.0,1.0,CAP+37,671093.0,2022,games
6.0,18.0,49.0,1.0,36:08.59,671093.0,2022,games
7.0,21.0,40.0,1.0,15:04.08,671093.0,2022,games
8.0,37.0,8.0,1.0,CAP+62,671093.0,2022,games
9.0,2.0,97.0,1.0,156 cal,671093.0,2022,games
10.0,4.0,91.0,1.0,04:06.23,671093.0,2022,games
11.0,24.0,34.0,1.0,300 lb,671093.0,2022,games
12.0,15.0,46.0,1.0,07:29.97,671093.0,2022,games
13.0,17.0,40.0,1.0,02:32.58,671093.0,2022,games
14.0,13.0,52.0,1.0,08:52.64,671093.0,2022,games
1.0,5.0,88.0,1.0,37:17.00,162712.0,2022,games
2.0,22.0,38.0,1.0,07:21.65,162712.0,2022,games
3.0,7.0,82.0,1.0,15 rep,162712.0,2022,games
4.0,31.0,20.0,1.0,31 pt,162712.0,2022,games
5.0,18.0,49.0,1.0,CAP+9,162712.0,2022,games
6.0,28.0,26.0,1.0,39:05.99,162712.0,2022,games
7.0,10.0,73.0,1.0,14:13.97,162712.0,2022,games
8.0,6.0,85.0,1.0,07:38.91,162712.0,2022,games
9.0,25.0,32.0,1.0,139 cal,162712.0,2022,games
10.0,13.0,64.0,1.0,04:18.72,162712.0,2022,games
11.0,35.0,12.0,1.0,280 lb,162712.0,2022,games
12.0,24.0,19.0,1.0,08:52.51,162712.0,2022,games
13.0,24.0,19.0,1.0,03:55.15,162712.0,2022,games
14.0,21.0,28.0,1.0,09:21.48,162712.0,2022,games
1.0,11.0,70.0,1.0,37:54.58,472642.0,2022,games
2.0,1.0,100.0,1.0,06:51.06,472642.0,2022,games
3.0,39.0,4.0,1.0,3 rep,472642.0,2022,games
4.0,24.0,34.0,1.0,24 pt,472642.0,2022,games
5.0,5.0,88.0,1.0,09:46.81,472642.0,2022,games
6.0,32.0,18.0,1.0,40:21.98,472642.0,2022,games
7.0,9.0,76.0,1.0,14:13.72,472642.0,2022,games
8.0,24.0,34.0,1.0,CAP,472642.0,2022,games
9.0,36.0,10.0,1.0,127 cal,472642.0,2022,games
10.0,36.0,10.0,1.0,05:11.93,472642.0,2022,games
11.0,14.0,61.0,1.0,320 lb,472642.0,2022,games
12.0,19.0,34.0,1.0,07:49.76,472642.0,2022,games
13.0,23.0,22.0,1.0,03:54.30,472642.0,2022,games
14.0,19.0,34.0,1.0,09:15.21,472642.0,2022,games
1.0,16.0,55.0,1.0,38:30.29,35627.0,2022,games
2.0,13.0,64.0,1.0,07:10.04,35627.0,2022,games
3.0,19.0,46.0,1.0,12 rep,35627.0,2022,games
4.0,6.0,85.0,1.0,6 pt,35627.0,2022,games
5.0,24.0,34.0,1.0,CAP+13,35627.0,2022,games
6.0,31.0,20.0,1.0,40:10.20,35627.0,2022,games
7.0,27.0,28.0,1.0,15:40.02,35627.0,2022,games
8.0,1.0,100.0,1.0,06:30.15,35627.0,2022,games
9.0,15.0,58.0,1.0,146 cal,35627.0,2022,games
10.0,26.0,30.0,1.0,04:38.97,35627.0,2022,games
11.0,26.0,30.0,1.0,300 lb,35627.0,2022,games
12.0,29.0,4.0,1.0,10:01.11,35627.0,2022,games
13.0,27.0,10.0,1.0,CAP+1,35627.0,2022,games
14.0,27.0,10.0,1.0,09:50.79,35627.0,2022,games
1.0,37.0,8.0,1.0,42:08.89,20698.0,2022,games
2.0,29.0,24.0,1.0,07:37.42,20698.0,2022,games
3.0,8.0,79.0,1.0,15 rep,20698.0,2022,games
4.0,27.0,28.0,1.0,27 pt,20698.0,2022,games
5.0,13.0,64.0,1.0,CAP+6,20698.0,2022,games
6.0,20.0,43.0,1.0,36:25.36,20698.0,2022,games
7.0,31.0,20.0,1.0,16:14.93,20698.0,2022,games
8.0,20.0,43.0,1.0,09:46.49,20698.0,2022,games
9.0,32.0,18.0,1.0,134 cal,20698.0,2022,games
10.0,30.0,22.0,1.0,04:42.88,20698.0,2022,games
11.0,10.0,73.0,1.0,320 lb,20698.0,2022,games
12.0,8.0,72.0,1.0,06:53.66,20698.0,2022,games
13.0,21.0,28.0,1.0,03:02.99,20698.0,2022,games
14.0,24.0,19.0,1.0,09:34.26,20698.0,2022,games
1.0,31.0,20.0,1.0,40:05.24,680734.0,2022,games
2.0,7.0,82.0,1.0,07:06.02,680734.0,2022,games
3.0,18.0,49.0,1.0,12 rep,680734.0,2022,games
4.0,15.0,58.0,1.0,15 pt,680734.0,2022,games
5.0,28.0,26.0,1.0,CAP+17,680734.0,2022,games
6.0,24.0,34.0,1.0,38:38.60,680734.0,2022,games
7.0,29.0,24.0,1.0,16:10.09,680734.0,2022,games
8.0,21.0,40.0,1.0,09:48.98,680734.0,2022,games
9.0,17.0,52.0,1.0,145 cal,680734.0,2022,games
10.0,22.0,38.0,1.0,04:26.19,680734.0,2022,games
11.0,12.0,67.0,1.0,320 lb,680734.0,2022,games
12.0,26.0,13.0,1.0,09:01.51,680734.0,2022,games
13.0,20.0,31.0,1.0,02:57.66,680734.0,2022,games
14.0,29.0,4.0,1.0,CAP+1,680734.0,2022,games
1.0,17.0,52.0,1.0,38:45.79,180541.0,2022,games
2.0,23.0,36.0,1.0,07:22.15,180541.0,2022,games
3.0,30.0,22.0,1.0,8 rep,180541.0,2022,games
4.0,37.0,8.0,1.0,37 pt,180541.0,2022,games
5.0,26.0,30.0,1.0,CAP+14,180541.0,2022,games
6.0,7.0,82.0,1.0,33:53.84,180541.0,2022,games
7.0,22.0,38.0,1.0,15:06.44,180541.0,2022,games
8.0,36.0,10.0,1.0,CAP+40,180541.0,2022,games
9.0,11.0,70.0,1.0,147 cal,180541.0,2022,games
10.0,29.0,24.0,1.0,04:42.56,180541.0,2022,games
11.0,9.0,76.0,1.0,320 lb,180541.0,2022,games
12.0,25.0,16.0,1.0,09:01.38,180541.0,2022,games
13.0,15.0,46.0,1.0,02:20.60,180541.0,2022,games
14.0,23.0,22.0,1.0,09:25.00,180541.0,2022,games
1.0,23.0,36.0,1.0,39:02.59,1105497.0,2022,games
2.0,19.0,46.0,1.0,07:15.92,1105497.0,2022,games
3.0,29.0,24.0,1.0,8 rep,1105497.0,2022,games
4.0,21.0,40.0,1.0,21 pt,1105497.0,2022,games
5.0,19.0,46.0,1.0,CAP+10,1105497.0,2022,games
6.0,21.0,40.0,1.0,36:27.84,1105497.0,2022,games
7.0,17.0,52.0,1.0,14:50.13,1105497.0,2022,games
8.0,29.0,24.0,1.0,CAP+33,1105497.0,2022,games
9.0,11.0,70.0,1.0,147 cal,1105497.0,2022,games
10.0,28.0,26.0,1.0,04:41.12,1105497.0,2022,games
11.0,27.0,28.0,1.0,300 lb,1105497.0,2022,games
12.0,20.0,31.0,1.0,07:59.43,1105497.0,2022,games
13.0,26.0,13.0,1.0,CAP+1,1105497.0,2022,games
14.0,14.0,49.0,1.0,08:52.79,1105497.0,2022,games
1.0,27.0,28.0,1.0,39:42.87,371085.0,2022,games
2.0,37.0,8.0,1.0,07:59.42,371085.0,2022,games
3.0,23.0,36.0,1.0,12 rep,371085.0,2022,games
4.0,30.0,22.0,1.0,30 pt,371085.0,2022,games
5.0,16.0,55.0,1.0,CAP+6,371085.0,2022,games
6.0,33.0,16.0,1.0,41:58.61,371085.0,2022,games
7.0,35.0,12.0,1.0,17:06.94,371085.0,2022,games
8.0,7.0,82.0,1.0,07:44.44,371085.0,2022,games
9.0,31.0,20.0,1.0,134 cal,371085.0,2022,games
10.0,16.0,55.0,1.0,04:20.13,371085.0,2022,games
11.0,8.0,79.0,1.0,320 lb,371085.0,2022,games
12.0,21.0,28.0,1.0,08:01.50,371085.0,2022,games
13.0,11.0,60.0,1.0,01:57.63,371085.0,2022,games
14.0,28.0,7.0,1.0,09:54.15,371085.0,2022,games
1.0,19.0,46.0,1.0,38:46.87,156156.0,2022,games
2.0,25.0,32.0,1.0,07:26.95,156156.0,2022,games
3.0,16.0,55.0,1.0,13 rep,156156.0,2022,games
4.0,22.0,38.0,1.0,22 pt,156156.0,2022,games
5.0,14.0,61.0,1.0,CAP+6,156156.0,2022,games
6.0,22.0,38.0,1.0,38:10.42,156156.0,2022,games
7.0,23.0,36.0,1.0,15:12.94,156156.0,2022,games
8.0,25.0,32.0,1.0,CAP+7,156156.0,2022,games
9.0,27.0,28.0,1.0,137 cal,156156.0,2022,games
10.0,20.0,43.0,1.0,04:24.24,156156.0,2022,games
11.0,36.0,10.0,1.0,280 lb,156156.0,2022,games
12.0,28.0,7.0,1.0,09:18.47,156156.0,2022,games
13.0,12.0,56.0,1.0,02:06.97,156156.0,2022,games
14.0,22.0,25.0,1.0,09:23.41,156156.0,2022,games
1.0,22.0,38.0,1.0,38:59.83,929317.0,2022,games
2.0,26.0,30.0,1.0,07:27.37,929317.0,2022,games
3.0,27.0,28.0,1.0,10 rep,929317.0,2022,games
4.0,20.0,43.0,1.0,20 pt,929317.0,2022,games
5.0,10.0,73.0,1.0,CAP+2,929317.0,2022,games
6.0,38.0,6.0,1.0,44:36.30,929317.0,2022,games
7.0,11.0,70.0,1.0,14:18.12,929317.0,2022,games
8.0,4.0,91.0,1.0,07:07.08,929317.0,2022,games
9.0,39.0,4.0,1.0,121 cal,929317.0,2022,games
10.0,39.0,4.0,1.0,05:56.29,929317.0,2022,games
11.0,34.0,14.0,1.0,290 lb,929317.0,2022,games
12.0,23.0,22.0,1.0,08:42.03,929317.0,2022,games
13.0,28.0,7.0,1.0,CAP+4,929317.0,2022,games
14.0,26.0,13.0,1.0,09:45.15,929317.0,2022,games
1.0,15.0,58.0,1.0,38:15.29,251546.0,2022,games
2.0,6.0,85.0,1.0,07:05.73,251546.0,2022,games
3.0,26.0,30.0,1.0,10 rep,251546.0,2022,games
4.0,26.0,30.0,1.0,26 pt,251546.0,2022,games
5.0,27.0,28.0,1.0,CAP+15,251546.0,2022,games
6.0,14.0,61.0,1.0,35:27.43,251546.0,2022,games
7.0,19.0,46.0,1.0,15:01.00,251546.0,2022,games
8.0,19.0,46.0,1.0,09:36.36,251546.0,2022,games
9.0,21.0,40.0,1.0,141 cal,251546.0,2022,games
10.0,34.0,14.0,1.0,05:02.01,251546.0,2022,games
11.0,32.0,18.0,1.0,290 lb,251546.0,2022,games
12.0,30.0,1.0,1.0,10:18.56,251546.0,2022,games
1.0,30.0,22.0,1.0,40:01.29,337194.0,2022,games
2.0,9.0,76.0,1.0,07:06.80,337194.0,2022,games
3.0,33.0,16.0,1.0,7 rep,337194.0,2022,games
4.0,34.0,14.0,1.0,34 pt,337194.0,2022,games
5.0,33.0,16.0,1.0,CAP+21,337194.0,2022,games
6.0,10.0,73.0,1.0,34:27.50,337194.0,2022,games
7.0,33.0,16.0,1.0,16:42.53,337194.0,2022,games
8.0,32.0,18.0,1.0,CAP+36,337194.0,2022,games
9.0,20.0,43.0,1.0,144 cal,337194.0,2022,games
10.0,37.0,8.0,1.0,05:12.07,337194.0,2022,games
11.0,15.0,58.0,1.0,320 lb,337194.0,2022,games
1.0,34.0,14.0,1.0,41:02.32,676693.0,2022,games
2.0,38.0,6.0,1.0,08:12.95,676693.0,2022,games
3.0,32.0,18.0,1.0,8 rep,676693.0,2022,games
4.0,16.0,55.0,1.0,16 pt,676693.0,2022,games
5.0,3.0,94.0,1.0,09:24.49,676693.0,2022,games
6.0,36.0,10.0,1.0,43:32.09,676693.0,2022,games
7.0,32.0,18.0,1.0,16:41.86,676693.0,2022,games
8.0,8.0,79.0,1.0,07:55.89,676693.0,2022,games
