ordinal,rank,score,valid,scoreDisplay,scoreIdentifier,mobileScoreDisplay,scaled,video,heat,lane,breakdown,competitorId,judge,judge_user_id,affiliate,points
5,9,68,1,10:12.08,793c0103952095fb2e6c,,0,0,,,68 pts,510714,,,,
6,9,68,1,06:56.79,bc8b9fc03f630b6be78d,,0,0,,,68 pts,510714,,,,
1,7,76,1,215.0 lb,4b9840c013e74fd04c0a,,0,0,,,76 pts,857531,,,,
2,14,49,1,13:04.57,545ed6170300b957b9cb,,0,0,,,49 pts,857531,,,,
3,9,68,1,04:36.25,3d37be92e0b25e98e31d,,0,0,,,68 pts,857531,,,,
4,11,60,1,CAP+62,ac0ad0cb9a69f7fd8586,,0,0,,,60 pts,857531,,,,
5,11,60,1,10:21.07,006336b10eef80fde299,,0,0,,,60 pts,857531,,,,
6,14,49,1,07:45.83,e1a51304ad0ac117db6f,,0,0,,,49 pts,857531,,,,
1,7,76,1,215.0 lb,7d8f6e7ced732050f3ac,,0,0,,,76 pts,113169,,,,
2,12,56,1,12:08.01,e202ba6cbfb63f1d3f99,,0,0,,,56 pts,113169,,,,
3,23,22,1,07:14.17,5406fb6014f5a29c3dc7,,0,0,,,22 pts,113169,,,,
4,8,72,1,CAP+62,022b4cc9ea0c843fe111,,0,0,,,72 pts,113169,,,,
5,10,64,1,10:17.18,4940c7021148ba366af7,,0,0,,,64 pts,113169,,,,
6,13,52,1,07:42.52,3bda35370780af7a57f2,,0,0,,,52 pts,113169,,,,
1,27,10,1,190.0 lb,293371121eb47dab7ed5,,0,0,,,10 pts,1604740,,,,
2,7,76,1,10:58.35,6be48bf1ab801b7b0795,,0,0,,,76 pts,1604740,,,,
3,6,80,1,04:17.85,44976c5c33d2f89739af,,0,0,,,80 pts,1604740,,,,
4,6,80,1,CAP+62,1ce578c9749147b06b3d,,0,0,,,80 pts,1604740,,,,
5,16,43,1,10:39.48,b79f417c60ffe0ca728b,,0,0,,,43 pts,1604740,,,,
6,15,46,1,08:17.09,f03ccc15bd9ad49c8559,,0,0,,,46 pts,1604740,,,,
1,27,10,1,190.0 lb,4d8f11917392fdd27e7d,,0,0,,,10 pts,252266,,,,
2,15,46,1,13:09.73,6b09676683a0e019b252,,0,0,,,46 pts,252266,,,,
3,21,28,1,07:01.95,ad5682bb82fb07fbbe13,,0,0,,,28 pts,252266,,,,
4,2,96,1,CAP+49,74b2cca5085e257881df,,0,0,,,96 pts,252266,,,,
5,7,76,1,10:01.33,f1f20dd145ad43465d1d,,0,0,,,76 pts,252266,,,,
6,8,72,1,06:35.70,6f5c8afcaa00d3b6acc6,,0,0,,,72 pts,252266,,,,
1,5,84,1,220.0 lb,ab5bf72ee455c7e2cfb8,,0,0,,,84 pts,908246,,,,
2,9,68,1,11:16.77,8b68abdf46cfeda9bf3f,,0,0,,,68 pts,908246,,,,
3,25,16,1,07:46.14,de910d091e66aec4b6db,,0,0,,,16 pts,908246,,,,
4,21,28,1,CAP+62,1dcfb3aac6be1682b7c4,,0,0,,,28 pts,908246,,,,
5,8,72,1,10:10.85,360d34c28fab3a4e1676,,0,0,,,72 pts,908246,,,,
6,12,56,1,07:41.67,d0fd0cdbd7b2f4023c37,,0,0,,,56 pts,908246,,,,
1,2,96,1,225.0 lb,7f21100f996be71f7b90,,0,0,,,96 pts,873895,,,,
2,17,40,1,13:33.99,9e0ebb4a53057eecb8eb,,0,0,,,40 pts,873895,,,,
3,16,43,1,06:00.00,3a352c2c3f63bfe40e0e,,0,0,,,43 pts,873895,,,,
4,14,49,1,CAP+62,eb6f84e76b57813dd4c5,,0,0,,,49 pts,873895,,,,
5,21,28,1,11:06.12,ee496a4ef68d626c08f3,,0,0,,,28 pts,873895,,,,
6,10,64,1,07:09.55,baaa435a9080499fd40b,,0,0,,,64 pts,873895,,,,
1,24,19,1,195.0 lb,0bb6e9b641de4652457b,,0,0,,,19 pts,1651610,,,,
2,8,72,1,11:00.28,d4b2a3294c858e816706,,0,0,,,72 pts,1651610,,,,
3,15,46,1,05:51.96,69d31213db6c2170adf0,,0,0,,,46 pts,1651610,,,,
4,21,28,1,CAP+62,c009ef91da38f8d3688e,,0,0,,,28 pts,1651610,,,,
5,20,31,1,10:50.50,519aaf0abde102739fd7,,0,0,,,31 pts,1651610,,,,
6,7,76,1,06:28.81,15ceb85b31eff8c556b6,,0,0,,,76 pts,1651610,,,,
1,2,96,1,225.0 lb,0f0805a7164366f3e93c,,0,0,,,96 pts,1405029,,,,
2,27,10,1,CAP+10,c6125d492ab507c0533e,,0,0,,,10 pts,1405029,,,,
3,10,64,1,04:47.39,ddc5d61b3e8734977fdf,,0,0,,,64 pts,1405029,,,,
4,13,52,1,CAP+62,2d00f020f8576e7b20cc,,0,0,,,52 pts,1405029,,,,
5,19,34,1,10:48.82,64aaea53d2162473cbfa,,0,0,,,34 pts,1405029,,,,
6,28,7,1,11:20.07,9de14e987599768ddec7,,0,0,,,7 pts,1405029,,,,
1,1,100,1,235.0 lb,03423254784d0d80fc56,,0,0,,,100 pts,251823,,,,
2,28,7,1,CAP+11,3dc3bef83f9760156abc,,0,0,,,7 pts,251823,,,,
3,14,49,1,05:26.84,a0c26b26dcde28cc2a8f,,0,0,,,49 pts,251823,,,,
4,14,49,1,CAP+62,1897b61269b6b2d47cc7,,0,0,,,49 pts,251823,,,,
5,25,16,1,11:20.53,7165b4d2d3d94ac02735,,0,0,,,16 pts,251823,,,,
6,17,40,1,08:20.26,32a90dba27b1e4298bb4,,0,0,,,40 pts,251823,,,,
1,13,52,1,210.0 lb,d72dae47a402b31be300,,0,0,,,52 pts,528823,,,,
2,21,28,1,CAP+1,86cc8ec6b9c380e4f722,,0,0,,,28 pts,528823,,,,
3,3,92,1,03:55.69,677fbdcaeb6210f7caa0,,0,0,,,92 pts,528823,,,,
4,27,10,1,CAP+67,042a001a2227bd1c3864,,0,0,,,10 pts,528823,,,,
5,27,10,1,11:58.82,cda64025f7a26c8d9ffa,,0,0,,,10 pts,528823,,,,
6,16,43,1,08:18.82,c5f54ac69415c76af9f5,,0,0,,,43 pts,528823,,,,
1,18,37,1,205.0 lb,285594779bb10172ab27,,0,0,,,37 pts,1200461,,,,
2,21,28,1,CAP+1,cb21e2d02d4d1e250fed,,0,0,,,28 pts,1200461,,,,
3,13,52,1,05:20.00,2fa6186b427dcbd2a817,,0,0,,,52 pts,1200461,,,,
4,14,49,1,CAP+62,3bcea6df710a7391989e,,0,0,,,49 pts,1200461,,,,
5,18,37,1,10:41.31,86ba3b56a72ba8c31500,,0,0,,,37 pts,1200461,,,,
6,25,16,1,09:18.02,b3ede2d18ccac0123941,,0,0,,,16 pts,1200461,,,,
1,29,4,1,185.0 lb,5abdadb483ea2ba9ec38,,0,0,,,4 pts,546042,,,,
2,16,43,1,13:32.33,cd6d14b03aba8bffc606,,0,0,,,43 pts,546042,,,,
3,26,13,1,08:18.45,eb24ea86fd97b8d606a9,,0,0,,,13 pts,546042,,,,
4,8,72,1,CAP+62,faec672257e7c8c63054,,0,0,,,72 pts,546042,,,,
5,15,46,1,10:39.20,194e1035b6c3408362ce,,0,0,,,46 pts,546042,,,,
6,18,37,1,08:27.96,a9c87ecb05f8ca88e4e0,,0,0,,,37 pts,546042,,,,
1,19,34,1,200.0 lb,b8152add1a63893ca29c,,0,0,,,34 pts,154472,,,,
2,24,19,1,CAP+4,7a3707ee4d32a9c369e9,,0,0,,,19 pts,154472,,,,
3,11,60,1,05:07.00,8caa9c3daf1d8a91a3dc,,0,0,,,60 pts,154472,,,,
4,18,37,1,CAP+62,babe7f435e406a74ee0c,,0,0,,,37 pts,154472,,,,
5,13,52,1,10:33.29,0e245526ae1127020e49,,0,0,,,52 pts,154472,,,,
6,27,10,1,10:01.33,9fd03c536b270f1c1cb7,,0,0,,,10 pts,154472,,,,
1,24,19,1,195.0 lb,68d785b777123c13d907,,0,0,,,19 pts,1418811,,,,
2,13,52,1,12:27.02,60798d9ce60901b9c40e,,0,0,,,52 pts,1418811,,,,
3,12,56,1,05:10.15,c0abb8d8c852a01f604c,,0,0,,,56 pts,1418811,,,,
4,23,22,1,CAP+63,5d95836093e4c0b92f1e,,0,0,,,22 pts,1418811,,,,
5,22,25,1,11:15.87,11d4dbebf01a11999009,,0,0,,,25 pts,1418811,,,,
6,21,28,1,08:46.67,1b3e4f3b70b7fe90e5a9,,0,0,,,28 pts,1418811,,,,
1,24,19,1,195.0 lb,118e61f6644c51db3dde,,0,0,,,19 pts,703638,,,,
2,23,22,1,CAP+2,fff7ff9f79fc46d20948,,0,0,,,22 pts,703638,,,,
3,18,37,1,06:01.05,80a6da97db81ace1c34a,,0,0,,,37 pts,703638,,,,
4,23,22,1,CAP+63,4a9d2852413982c6ad17,,0,0,,,22 pts,703638,,,,
5,12,56,1,10:26.35,6b670a1dbfc22745097d,,0,0,,,56 pts,703638,,,,
6,19,34,1,08:36.43,50846bd1515c34d549b0,,0,0,,,34 pts,703638,,,,
1,13,52,1,210.0 lb,0b81c5c1a7b6f1d87f9b,,0,0,,,52 pts,297735,,,,
2,25,16,1,CAP+5,253c336fcdf5630f93a7,,0,0,,,16 pts,297735,,,,
3,29,4,1,10:48.28,3f05ee91aa649def3bc7,,0,0,,,4 pts,297735,,,,
4,20,31,1,CAP+62,ea08bdc91ab98ae812d3,,0,0,,,31 pts,297735,,,,
5,17,40,1,10:40.00,147a81ed3022426ce0bb,,0,0,,,40 pts,297735,,,,
6,20,31,1,08:38.02,67e3ffd50749a9a80371,,0,0,,,31 pts,297735,,,,
1,7,76,1,215.0 lb,9cb350968d12e7efaf00,,0,0,,,76 pts,807114,,,,
2,26,13,1,CAP+6,42fc7784190b6fb2fdc9,,0,0,,,13 pts,807114,,,,
3,19,34,1,06:38.75,0517b592f9f9cb503234,,0,0,,,34 pts,807114,,,,
4,23,22,1,CAP+63,5a4436e795927d6643e3,,0,0,,,22 pts,807114,,,,
5,28,7,1,12:02.08,1542a0cdd66166be046e,,0,0,,,7 pts,807114,,,,
6,26,13,1,09:30.20,783ebade812d479d1062,,0,0,,,13 pts,807114,,,,
1,19,34,1,200.0 lb,6726cadf5f0bcddc5598,,0,0,,,34 pts,34715,,,,
2,19,34,1,13:50.81,be86ce4547eb5e9a5485,,0,0,,,34 pts,34715,,,,
3,17,40,1,06:00.85,eac1e6e866fde4a1ecba,,0,0,,,40 pts,34715,,,,
4,23,22,1,CAP+63,65250975d9f5d0175a70,,0,0,,,22 pts,34715,,,,
5,23,22,1,11:16.56,e1a72118d77230ade85d,,0,0,,,22 pts,34715,,,,
6,29,4,1,CAP+2,b38835b8f65cdf2c68d5,,0,0,,,4 pts,34715,,,,
1,19,34,1,200.0 lb,3bb01d639c7095c87439,,0,0,,,34 pts,128857,,,,
2,20,31,1,13:56.42,64a2c9943f45d9e9cafa,,0,0,,,31 pts,128857,,,,
3,27,10,1,08:49.73,2dba7195b7d52dc1736d,,0,0,,,10 pts,128857,,,,
4,17,40,1,CAP+62,4f7223c5510a83a61778,,0,0,,,40 pts,128857,,,,
5,24,19,1,11:20.03,4a26341044e8f142e84f,,0,0,,,19 pts,128857,,,,
6,24,19,1,08:54.50,6761b74f649bf6a024c2,,0,0,,,19 pts,128857,,,,
1,7,76,1,215.0 lb,2b129c20679c01b89940,,0,0,,,76 pts,106580,,,,
2,30,1,1,CAP+12,5c93ad54ffb74dda44a1,,0,0,,,1 pts,106580,,,,
3,28,7,1,10:34.77,71a6142cb054300637ca,,0,0,,,7 pts,106580,,,,
4,30,1,1,CAP+74,ee5e2258fa9cc39bdeb0,,0,0,,,1 pts,106580,,,,
5,26,13,1,11:43.37,51d7b037b04bfa662701,,0,0,,,13 pts,106580,,,,
6,23,22,1,08:48.52,6c766769380e931a201e,,0,0,,,22 pts,106580,,,,
1,30,1,1,180.0 lb,fa9a52c8c807f05e163f,,0,0,,,1 pts,543986,,,,
2,28,7,1,CAP+11,9e61442144685b41e217,,0,0,,,7 pts,543986,,,,
3,22,25,1,07:02.64,df8019313104b8517668,,0,0,,,25 pts,543986,,,,
4,29,4,1,CAP+71,2324c27d45d0a55e050a,,0,0,,,4 pts,543986,,,,
5,29,4,1,12:44.58,21e868f87a5cf59ec24a,,0,0,,,4 pts,543986,,,,
6,22,25,1,08:47.57,6fdf523f31d8d483c236,,0,0,,,25 pts,543986,,,,
1,19,34,1,200.0 lb,f83bb7e591d647c270f2,,0,0,,,34 pts,160700,,,,
2,18,37,1,13:43.78,a2cb46f9ed06141a365e,,0,0,,,37 pts,160700,,,,
3,20,31,1,06:42.05,e47b6ab27a5cca0ec50e,,0,0,,,31 pts,160700,,,,
4,27,10,1,CAP+67,6c83f427b87fc1c5cd66,,0,0,,,10 pts,160700,,,,
5,30,0,,WD,edcf4cb90e0ef5deb85d,,0,0,,,,160700,,,,
6,30,0,,,371abc27e7fbb299ac65,,0,0,,,,160700,,,,
1,3,92,1,17:22:00,03f0254d3e0e1950bcbe,,0,0,,,92 pts,901467,,,,
2,6,80,1,3:15,80100884fa288b5605de,,0,0,,,80 pts,901467,,,,
3,1,100,1,10:16,4319dcada65de4d55868,,0,0,,,100 pts,901467,,,,
4,10,-1,,291,36821468e0ca873c6731,,0,0,,,,901467,,,,
5,4,88,1,13:43,fa12a7740793c1635544,,0,0,,,88 pts,901467,,,,
6,3,92,1,3:43,55b20b84099b026821ad,,0,0,,,92 pts,901467,,,,
1,2,96,1,17:14,7f6cae7460bd30eb95bb,,0,0,,,96 pts,120333,,,,
2,3,92,1,3:06,2768f9ec107e0eb41886,,0,0,,,92 pts,120333,,,,
3,3,92,1,11:23,26be0eddd1c4645d3d2b,,0,0,,,92 pts,120333,,,,
4,10,-1,,291,c92c14b7c62a0e3b5b43,,0,0,,,,120333,,,,
5,8,72,1,15:47,5d6cfa5339fc6c917a4f,,0,0,,,72 pts,120333,,,,
6,4,88,1,3:48,135ec8497f5a3000c8b2,,0,0,,,88 pts,120333,,,,
1,5,84,1,18:33,570f1e14b37ec139e803,,0,0,,,84 pts,1515387,,,,
2,10,64,1,3:32,c4931a4852f00fb10ee8,,0,0,,,64 pts,1515387,,,,
3,2,96,1,10:58,81063a4d3b8ce2a4f492,,0,0,,,96 pts,1515387,,,,
4,8,-1,,300,82c459d91d0d4dcf1144,,0,0,,,,1515387,,,,
5,3,92,1,13:33,e8f6d60a669c0e66a39d,,0,0,,,92 pts,1515387,,,,
6,5,84,1,3:55,1eeb6268f7aaddea7ccb,,0,0,,,84 pts,1515387,,,,
1,1,100,1,16:50,99557295d47feb2751a4,,0,0,,,100 pts,740370,,,,
2,5,84,1,3:15,224dba1776dde203e81e,,0,0,,,84 pts,740370,,,,
3,16,43,1,14:04,fa49d2619c92dbe831f5,,0,0,,,43 pts,740370,,,,
4,19,-1,,271,3f3a308f4b5d65a2adfb,,0,0,,,,740370,,,,
5,2,96,1,12:57,be17703036cade500c18,,0,0,,,96 pts,740370,,,,
6,1,100,1,3:40,87dac26a1d97648094a0,,0,0,,,100 pts,740370,,,,
1,9,68,1,19:48,3c235e862f2b899300a0,,0,0,,,68 pts,487949,,,,
2,12,56,1,3:35,05c5bd547860448befe8,,0,0,,,56 pts,487949,,,,
3,6,80,1,11:48,b4f2457c90ff3c543709,,0,0,,,80 pts,487949,,,,
4,15,-1,,278,c8cb133a75d6194884ac,,0,0,,,,487949,,,,
5,1,100,1,12:54,ae2b165dbcd0629fbd2e,,0,0,,,100 pts,487949,,,,
6,2,96,1,3:41,bfed137104962e010f3e,,0,0,,,96 pts,487949,,,,
1,14,49,1,20:34,fbb3d009a94da6652629,,0,0,,,49 pts,214252,,,,
2,15,46,1,3:57,99796ff2faac786c863b,,0,0,,,46 pts,214252,,,,
3,4,88,1,11:45,b46c08766eb5be2f7517,,0,0,,,88 pts,214252,,,,
4,4,-1,,304,edf5a5a35ba0134e921b,,0,0,,,,214252,,,,
5,5,84,1,14:36,32f22d59f3babdf74517,,0,0,,,84 pts,214252,,,,
6,6,80,1,4:10,06cc9349771c81367962,,0,0,,,80 pts,214252,,,,
1,8,72,1,19:40,f63dbcdeb36dd0ece709,,0,0,,,72 pts,700002,,,,
2,19,34,1,4:16,9cfeb326f044544417dd,,0,0,,,34 pts,700002,,,,
3,11,60,1,12:41,96b8f8a83ad36066b2ba,,0,0,,,60 pts,700002,,,,
4,6,-1,,302,b0e1dbcda10596350ca4,,0,0,,,,700002,,,,
5,7,76,1,14:51,c498f90069b80c39d8e1,,0,0,,,76 pts,700002,,,,
6,9,68,1,4:20,322211381f3cac1e9c61,,0,0,,,68 pts,700002,,,,
1,4,88,1,17:28,d3c6469d77deeef81855,,0,0,,,88 pts,436419,,,,
2,4,88,1,3:11,b2f361feccf8c70862d2,,0,0,,,88 pts,436419,,,,
3,19,34,1,14:46,1023451da8172ac5323b,,0,0,,,34 pts,436419,,,,
4,14,-1,,287,aa4c64fe419868d90142,,0,0,,,,436419,,,,
5,13,52,1,17:13,401ba335e216a04d6415,,0,0,,,52 pts,436419,,,,
6,7,76,1,4:12,50eecb28b29f7c9c3646,,0,0,,,76 pts,436419,,,,
1,16,43,1,21:00,e736a65b3b740dc212dd,,0,0,,,43 pts,226694,,,,
2,1,100,1,3:02,862dae3b11a6c0b57bbe,,0,0,,,100 pts,226694,,,,
3,7,76,1,11:54,46dd8bc75ff2aa567d30,,0,0,,,76 pts,226694,,,,
4,16,-1,,276,682f24b6d02f4533eda9,,0,0,,,,226694,,,,
5,12,56,1,16:41,d6d6255247c9ed508d8a,,0,0,,,56 pts,226694,,,,
6,10,64,1,4:24,50233b0a2043ff74877e,,0,0,,,64 pts,226694,,,,
1,7,76,1,19:08,320545d4b32cc7187241,,0,0,,,76 pts,1968565,,,,
2,7,76,1,3:16,16726b972ef4227e5ec7,,0,0,,,76 pts,1968565,,,,
3,5,84,1,11:47,81c20dc55d03c709aad4,,0,0,,,84 pts,1968565,,,,
4,25,-1,,243,58ecfb8e9af1d15a3d92,,0,0,,,,1968565,,,,
5,11,60,1,16:29,a6bc81cbb7eb83498936,,0,0,,,60 pts,1968565,,,,
6,14,49,1,4:36,cdc334a404e68e870dd7,,0,0,,,49 pts,1968565,,,,
1,10,64,1,20:13,bd74203b3b46f4fdd89a,,0,0,,,64 pts,1058382,,,,
2,14,49,1,3:49,a9c490357bf0d2d05b84,,0,0,,,49 pts,1058382,,,,
3,8,72,1,12:18,bb3a157c40fc0e3ccc79,,0,0,,,72 pts,1058382,,,,
4,16,-1,,276,169d716b09f9c661da49,,0,0,,,,1058382,,,,
5,10,64,1,16:02,84743a4029fdd806fc86,,0,0,,,64 pts,1058382,,,,
6,16,43,1,4:52,d3b7d1412a0cb1316234,,0,0,,,43 pts,1058382,,,,
1,19,34,1,23:10,c59c712b538669650d57,,0,0,,,34 pts,127613,,,,
2,2,96,1,3:04,6cd276b9c95b1ecc90c3,,0,0,,,96 pts,127613,,,,
3,9,68,1,12:20,e47401c38da3a40775ed,,0,0,,,68 pts,127613,,,,
4,10,-1,,291,9841d5eb6af49390fe86,,0,0,,,,127613,,,,
5,24,19,1,CAP+42,74e713830d0a5a72968b,,0,0,,,19 pts,127613,,,,
6,17,40,1,5:02,676fd35490872c7299cd,,0,0,,,40 pts,127613,,,,
1,12,56,1,20:22,a8269258d1f70535d38a,,0,0,,,56 pts,889486,,,,
2,17,40,1,4:08,79b2320ff1a9b5dd1d64,,0,0,,,40 pts,889486,,,,
3,18,37,1,14:45,860fad5f472f8cc3fe62,,0,0,,,37 pts,889486,,,,
4,13,-1,,289,baec6d96740dfbc07de1,,0,0,,,,889486,,,,
5,6,80,1,14:49,5184a8e79186f798c262,,0,0,,,80 pts,889486,,,,
6,13,52,1,4:32,c5287ca2352420c2ff05,,0,0,,,52 pts,889486,,,,
1,22,25,1,27:43:00,182d45107d9780feed51,,0,0,,,25 pts,917565,,,,
2,21,28,1,4:24,20169372fec9f7c7bf61,,0,0,,,28 pts,917565,,,,
3,10,64,1,12:30,bb4daeb4be5775471370,,0,0,,,64 pts,917565,,,,
4,6,-1,,302,862939780a1a527aa1f6,,0,0,,,,917565,,,,
5,15,46,1,18:01,924b22d705840fe6dfe3,,0,0,,,46 pts,917565,,,,
6,8,72,1,4:13,a6c1073cc078ebd0d776,,0,0,,,72 pts,917565,,,,
1,15,46,1,20:56,feb7b1bbeb6ed7564850,,0,0,,,46 pts,237341,,,,
2,18,37,1,4:14,192316a197f0518b7a5a,,0,0,,,37 pts,237341,,,,
3,23,22,1,16:44,35a4844b3ea287425999,,0,0,,,22 pts,237341,,,,
4,1,-1,,315,9932cb94aec882016fe3,,0,0,,,,237341,,,,
5,16,43,1,19:17,657e2bcf4cb781660836,,0,0,,,43 pts,237341,,,,
6,12,56,1,4:28,9b32d2a05dc37fd8c552,,0,0,,,56 pts,237341,,,,
1,17,40,1,21:13,f64ad832c32af9438725,,0,0,,,40 pts,70814,,,,
2,13,52,1,3:42,4e85c57b1081199aa28a,,0,0,,,52 pts,70814,,,,
3,25,16,1,CAP+6,0ef2fcd2714d12891576,,0,0,,,16 pts,70814,,,,
4,2,-1,,313,141b3fc449255dc60557,,0,0,,,,70814,,,,
5,17,40,1,19:36,194bc1065c9bbd41f647,,0,0,,,40 pts,70814,,,,
6,11,60,1,4:26,b133362a49d6d326ce65,,0,0,,,60 pts,70814,,,,
1,20,31,1,0:06,6b6341921ffc2ba01008,,0,0,,,31 pts,398197,,,,
2,20,31,1,4:24,029a86f0097d5a4ac808,,0,0,,,31 pts,398197,,,,
3,12,56,1,13:19,dc87d081ecf695858e6f,,0,0,,,56 pts,398197,,,,
4,3,-1,,311,be107cd52d62fdaac23b,,0,0,,,,398197,,,,
5,14,49,1,17:48,1dc2c6340a3c61421070,,0,0,,,49 pts,398197,,,,
6,21,28,1,5:45,ade6d6c541a0540d1e59,,0,0,,,28 pts,398197,,,,
1,25,16,1,CAP+39,4b7ec557e1b2c762c72f,,0,0,,,16 pts,1555257,,,,
2,9,68,1,3:19,296c3f41887339b14474,,0,0,,,68 pts,1555257,,,,
3,15,46,1,14:02,b3872415a2ba66cfe908,,0,0,,,46 pts,1555257,,,,
4,20,-1,,269,2b4119b0fecda65c9f7b,,0,0,,,,1555257,,,,
5,9,68,1,15:53,9b33ab511a4a8cb063c6,,0,0,,,68 pts,1555257,,,,
6,18,37,1,5:11,1b5f412b93e90aa8da32,,0,0,,,37 pts,1555257,,,,
1,6,80,1,18:39,eb240d6db6cecbc18515,,0,0,,,80 pts,744054,,,,
2,23,22,1,5:08,bdd5cd85c8f1588fefc7,,0,0,,,22 pts,744054,,,,
3,14,49,1,13:44,12df0862e8adc4d13325,,0,0,,,49 pts,744054,,,,
4,9,-1,,298,4e5e34a7ad3aa0c4b0e5,,0,0,,,,744054,,,,
5,22,25,1,20:54,63fdc6a74784676c7567,,0,0,,,25 pts,744054,,,,
6,24,19,1,6:21,23e12c1145d00621cb14,,0,0,,,19 pts,744054,,,,
1,13,52,1,20:28,e4df5b0c5708bdbda83e,,0,0,,,52 pts,430583,,,,
2,24,19,1,5:27,20ecf42b44a36f49b295,,0,0,,,19 pts,430583,,,,
3,20,31,1,15:00,ee4217cd65041bc27492,,0,0,,,31 pts,430583,,,,
4,21,-1,,267,c570bc9f4e5afc7d02bf,,0,0,,,,430583,,,,
5,19,34,1,20:47,910f416d2abb44012590,,0,0,,,34 pts,430583,,,,
6,15,46,1,4:37,e65460c95642979c54ff,,0,0,,,46 pts,430583,,,,
1,26,13,1,CAP+45,3bce45ed8cc2a3540537,,0,0,,,13 pts,443398,,,,
2,22,25,1,4:31,4a23889e47c797f848fd,,0,0,,,25 pts,443398,,,,
3,22,25,1,16:10,3569220835f6152d1f25,,0,0,,,25 pts,443398,,,,
4,4,-1,,304,26f113e871ade2c8c86f,,0,0,,,,443398,,,,
5,23,22,1,CAP+35,d3f944f5a4b64020d60e,,0,0,,,22 pts,443398,,,,
6,20,31,1,5:15,e1a7519857aaf1fcd78a,,0,0,,,31 pts,443398,,,,
1,21,28,1,0:33,240049b146adc944ddda,,0,0,,,28 pts,490567,,,,
2,11,60,1,3:34,1e3289bfa1d102061fb5,,0,0,,,60 pts,490567,,,,
3,21,28,1,15:42,db8e826309f4078a0fb0,,0,0,,,28 pts,490567,,,,
4,23,-1,,256,1b1b28c4615f3d271bb7,,0,0,,,,490567,,,,
5,20,31,1,20:52,61fe5d5143d400b1f0f4,,0,0,,,31 pts,490567,,,,
6,22,25,1,5:48,9938873caae450234e62,,0,0,,,25 pts,490567,,,,
1,27,10,1,CAP+67,ed291a89f58f1876fecf,,0,0,,,10 pts,937620,,,,
2,26,13,1,CAP+4,cb1c1e18ae777d19e52a,,0,0,,,13 pts,937620,,,,
3,13,52,1,13:37,1546bcb1b28e0f3c9e5f,,0,0,,,52 pts,937620,,,,
4,24,-1,,245,59aa68c82524f349fe64,,0,0,,,,937620,,,,
5,18,37,1,20:03,8770e820e444b9b19fd5,,0,0,,,37 pts,937620,,,,
6,23,22,1,6:12,6635308a423c3ba53430,,0,0,,,22 pts,937620,,,,
1,24,19,1,CAP+23,a166694964507fd27acc,,0,0,,,19 pts,1650345,,,,
2,25,16,1,5:50,62542dd6d52c0cfadf61,,0,0,,,16 pts,1650345,,,,
3,24,19,1,17:09,5a366521820d51c90bf2,,0,0,,,19 pts,1650345,,,,
4,22,-1,,265,29921ed7c27515bc07c6,,0,0,,,,1650345,,,,
5,21,28,1,20:53,76c54dd75a6012fc05a9,,0,0,,,28 pts,1650345,,,,
6,19,34,1,5:13,c7f6c874b1dd47c67efd,,0,0,,,34 pts,1650345,,,,
1,18,37,1,21:43,0579deef5b454e8e2c92,,0,0,,,37 pts,21707,,,,
2,8,72,1,3:17,fbf4ab949b33443f18ab,,0,0,,,72 pts,21707,,,,
3,17,40,1,14:17,be2c72d9953bb07559ea,,0,0,,,40 pts,21707,,,,
4,16,-1,,276,c8d4a4417c2747df0f3e,,0,0,,,,21707,,,,
5,25,0,,WD,2b1ae18483b099e0c66f,,0,0,,,,21707,,,,
6,25,0,,WD,1f4ddd3d28a2d89ceb16,,0,0,,,,21707,,,,
1,11,60,1,20:21,f5af13731793a212abdd,,0,0,,,60 pts,745393,,,,
2,27,10,1,CAP+29,5dc4142b42a383dd8636,,0,0,,,10 pts,745393,,,,
3,26,0,,WD,841a7c82d7e2680dd5fa,,0,0,,,,745393,,,,
4,26,-1,,WD,99f541e72b9d20892064,,0,0,,,,745393,,,,
5,25,0,,WD,58919ca86bb2ee1cc89b,,0,0,,,,745393,,,,
6,25,0,,WD,0a08bc8172d6f193a897,,0,0,,,,745393,,,,
1,23,22,1,CAP+8,baf65904da1c058aeedd,,0,0,,,22 pts,421234,,,,
2,16,43,1,4:08,fff47bd39ba6fa1dcdc0,,0,0,,,43 pts,421234,,,,
3,26,0,,WD,45a42398cf2bc9d99df7,,0,0,,,,421234,,,,
4,26,-1,,WD,30633fba6c396070ac15,,0,0,,,,421234,,,,
5,25,0,,WD,2b0da1cdc577c8644cb8,,0,0,,,,421234,,,,
6,25,0,,WD,c90ca90f0852d7716d52,,0,0,,,,421234,,,,
1,28,0,,WD,9fcdd7e2ed20d151fde1,,0,0,,,,696698,,,,
2,28,0,,WD,a491571c1ffee05796e7,,0,0,,,,696698,,,,
3,26,0,,WD,7b8e9004ad94f031ed73,,0,0,,,,696698,,,,
4,26,-1,,WD,67e840e639d67178413c,,0,0,,,,696698,,,,
5,25,0,,WD,3b66cc260abe4baff666,,0,0,,,,696698,,,,
6,25,0,,WD,9e62e1bf2c525b62b2fe,,0,0,,,,696698,,,,
1,28,0,,WD,3ea57a4c3abbc42dcac1,,0,0,,,,1652082,,,,
2,28,0,,WD,0bc60562b8c777548a49,,0,0,,,,1652082,,,,
3,26,0,,WD,21a30d4bd0fd8c7408e7,,0,0,,,,1652082,,,,
