competitorId,competitorName,firstName,lastName,gender,countryOfOriginName,regionName,affiliateId,affiliateName,age,height,weight,overallRank,overallScore,year,competition
469656.0,Jeffrey Adler,Jeffrey,Adler,M,Canada,North America,18059.0,CrossFit Wonderland,27.0,69 in,197 lb,13.0,815.0,2021,games
153625.0,Cole Sager,Cole,Sager,M,United States,North America,967.0,CrossFit Spokane Valley,30.0,71 in,198 lb,14.0,776.0,2021,games
371085.0,André Houdet,André,Houdet,M,Denmark,Europe,859.0,CrossFit Butcher's Lab,27.0,183 cm,96 kg,15.0,768.0,2021,games
202638.0,Royce Dunne,Royce,Dunne,M,Australia,Oceania,10767.0,CrossFit Torian,30.0,183 cm,102 kg,16.0,754.0,2021,games
337194.0,Bayden Brown,Bayden,Brown,M,Australia,Oceania,3235.0,CrossFit Townsville,26.0,177 cm,90 kg,17.0,729.0,2021,games
680734.0,Henrik Haapalainen,Henrik,Haapalainen,M,Finland,Europe,7050.0,CrossFit Basement,26.0,185 cm,94 kg,18.0,708.0,2021,games
1020449.0,Jayson Hopper,Jayson,Hopper,M,United States,North America,21951.0,CrossFit Simpsonville,23.0,73 in,220 lb,19.0,701.0,2021,games
35627.0,Will Moorad,Will,Moorad,M,United States,North America,4917.0,CrossFit Trivium,32.0,69 in,190 lb,20.0,674.0,2021,games
469626.0,Chandler Smith,Chandler,Smith,M,United States,North America,505.0,CrossFit New England,28.0,68 in,195 lb,21.0,513.0,2021,games
156156.0,Jay Crouch,Jay,Crouch,M,Australia,Oceania,1348.0,Reebok CrossFit Frankston,22.0,175 cm,85 kg,22.0,494.0,2021,games
327636.0,Samuel Cournoyer,Samuel,Cournoyer,M,Canada,North America,3220.0,CrossFit Mayhem,25.0,180 cm,205 lb,23.0,479.0,2021,games
251546.0,Alexandre Caron,Alexandre,Caron,M,Canada,North America,15562.0,CrossFit Levis,25.0,71 in,205 lb,24.0,426.0,2021,games
472642.0,Uldis Upenieks,Uldis,Upenieks,M,Latvia,Europe,,,23.0,174 cm,85 kg,25.0,422.0,2021,games
120333.0,Jason Smith,Jason,Smith,M,South Africa,Africa,22771.0,CrossFit Sunninghill,37.0,185 cm,195 lb,26.0,419.0,2021,games
308651.0,Brandon Luckett,Brandon,Luckett,M,United States,North America,17334.0,CrossFit OKC,26.0,72 in,200 lb,27.0,383.0,2021,games
20698.0,Timothy Paulson,Timothy,Paulson,M,United States,North America,5307.0,CrossFit Pallas,31.0,73 in,215 lb,28.0,326.0,2021,games
888668.0,Luka Đukić,Luka,Đukić,M,Serbia,Europe,11487.0,CrossFit NS,22.0,181 cm,92 kg,29.0,312.0,2021,games
263026.0,Zach Watts,Zach,Watts,M,United States,North America,5881.0,CrossFit Conjugate,25.0,72 in,205 lb,30.0,280.0,2021,games
676693.0,Colten Mertens,Colten,Mertens,M,United States,North America,1324.0,CrossFit Kilo,23.0,64 in,190 lb,31.0,278.0,2021,games
478414.0,Agustin Richelme,Agustin,Richelme,M,Argentina,South America,,,24.0,173 cm,85 kg,32.0,262.0,2021,games
483096.0,Giorgos Karavis,Giorgos,Karavis,M,Greece,Europe,16421.0,CrossFit Kifissia,26.0,177 cm,92 kg,33.0,248.0,2021,games
95022.0,Rogelio Gamboa,Rogelio,Gamboa,M,United States,North America,27613.0,GFA CrossFit,34.0,68 in,195 lb,34.0,242.0,2021,games
698182.0,Adrian Mundwiler,Adrian,Mundwiler,M,Switzerland,Europe,,,28.0,172 cm,86 kg,35.0,157.0,2021,games
134617.0,Sean Sweeney,Sean,Sweeney,M,United States,North America,12611.0,CrossFit Powerstroke,29.0,69 in,192 lb,36.0,146.0,2021,games
6346.0,Sam Stewart,Sam,Stewart,M,Ireland,Europe,14124.0,CrossFit C2F,24.0,69 in,87 kg,37.0,108.0,2021,games
1325298.0,Aleksandar Ilin,Aleksandar,Ilin,M,,Asia,27104.0,CrossFit FormA,31.0,175 cm,87 kg,38.0,54.0,2021,games
901702.0,Stas Solodov,Stas,Solodov,M,,Asia,5808.0,CrossFit Geraklion,36.0,175 cm,85 kg,0.0,0.0,2021,games
975774.0,Roman Khrennikov,Roman,Khrennikov,M,,Asia,,,26.0,182 cm,103 kg,0.0,0.0,2021,games
163097.0,Tia-Clair Toomey,Tia-Clair,Toomey,F,Australia,Oceania,19593.0,CrossFit East Nashville,27.0,163 cm,58 kg,1.0,1435.0,2021,games
591912.0,Laura Horváth,Laura,Horváth,F,Hungary,Europe,22540.0,CrossFit Glasshouse,24.0,170 cm,70 kg,2.0,1179.0,2021,games
18588.0,Annie Thorisdottir,Annie,Thorisdottir,F,Iceland,Europe,2025.0,CrossFit Reykjavík,31.0,170 cm,152 lb,3.0,1099.0,2021,games
120480.0,Kristin Holte,Kristin,Holte,F,Norway,Europe,372.0,CrossFit Oslo,35.0,162 cm,59 kg,4.0,1064.0,2021,games
671666.0,Haley Adams,Haley,Adams,F,United States,North America,3220.0,CrossFit Mayhem,20.0,67 in,140 lb,5.0,995.0,2021,games
764556.0,Gabriela Migała,Gabriela,Migała,F,Poland,Europe,12162.0,C23 CrossFit,22.0,170 cm,75 kg,6.0,972.0,2021,games
1239980.0,Mallory O'Brien,Mallory,O'Brien,F,United States,North America,22721.0,Lion Brave CrossFit,17.0,63 in,135 lb,7.0,963.0,2021,games
310687.0,Kristi Eramo O'Connell,Kristi Eramo,O'Connell,F,United States,North America,16832.0,CrossFit Polaris,32.0,62 in,132 lb,8.0,959.0,2021,games
174547.0,Amanda Barnhart,Amanda,Barnhart,F,United States,North America,505.0,CrossFit New England,29.0,67 in,160 lb,9.0,936.0,2021,games
55121.0,Katrin Tanja Davidsdottir,Katrin Tanja,Davidsdottir,F,Iceland,Europe,505.0,CrossFit New England,28.0,169 cm,152 lb,10.0,921.0,2021,games
349097.0,Danielle Brandon,Danielle,Brandon,F,United States,North America,7589.0,CrossFit Culmination,25.0,170 cm,155 lb,11.0,917.0,2021,games
239442.0,Emma McQuaid,Emma,McQuaid,F,Ireland,Europe,25711.0,Boundary CrossFit,31.0,165 cm,65 kg,12.0,868.0,2021,games
19501.0,Thuridur Erla Helgadottir,Thuridur Erla,Helgadottir,F,Iceland,Europe,3834.0,CrossFit Zug,29.0,164 cm,59 kg,13.0,723.0,2021,games
132258.0,Arielle Loewen,Arielle,Loewen,F,United States,North America,3927.0,Renewed Strength CrossFit,27.0,63 in,143 lb,14.0,717.0,2021,games
484380.0,Emily Rolfe,Emily,Rolfe,F,Canada,North America,22956.0,CrossFit Sea Level,32.0,170 cm,152 lb,15.0,706.0,2021,games
1547449.0,Emma Cary,Emma,Cary,F,United States,North America,22537.0,Perform Overcome Excel CrossFit,17.0,64 in,140 lb,16.0,689.0,2021,games
299053.0,Jacqueline Dahlstrøm,Jacqueline,Dahlstrøm,F,Norway,Europe,12162.0,C23 CrossFit,29.0,167 cm,67 kg,17.0,689.0,2021,games
585046.0,Baylee Rayl,Baylee,Rayl,F,United States,North America,,,25.0,67 in,135 lb,18.0,610.0,2021,games
887297.0,Emma Tall,Emma,Tall,F,Sweden,Europe,12.0,CrossFit Karlstad,29.0,168 cm,68 kg,19.0,566.0,2021,games
168305.0,Brooke Wells,Brooke,Wells,F,United States,North America,4917.0,CrossFit Trivium,26.0,66 in,150 lb,20.0,792.0,2021,games
2536.0,Samantha Briggs,Samantha,Briggs,F,United Kingdom,Europe,4098.0,CrossFit Black Five,39.0,170 cm,135 lb,21.0,436.0,2021,games
37537.0,Alessandra Pichelli,Alessandra,Pichelli,F,Canada,North America,793.0,Diablo CrossFit,35.0,66 in,155 lb,22.0,426.0,2021,games
93497.0,Mekenzie Riley,Mekenzie,Riley,F,United States,North America,5124.0,CrossFit Northlake,33.0,64 in,155 lb,23.0,424.0,2021,games
1018713.0,Laura Clifton,Laura,Clifton,F,New Zealand,Oceania,26488.0,CrossFit Awaside,26.0,162 cm,75 kg,24.0,416.0,2021,games
1441210.0,Sydney Michalyshen,Sydney,Michalyshen,F,Canada,North America,,,21.0,168 cm,155 lb,25.0,414.0,2021,games
1119323.0,Ellie Turner,Ellie,Turner,F,Australia,Oceania,,,23.0,167 cm,72 kg,26.0,404.0,2021,games
239148.0,Carolyne Prevost,Carolyne,Prevost,F,Canada,North America,718.0,CrossFit Colosseum,31.0,63 in,145 lb,27.0,387.0,2021,games
254313.0,Jessica Griffith,Jessica,Griffith,F,United States,North America,,,29.0,66 in,154 lb,28.0,381.0,2021,games
39517.0,Emilia Leppänen,Emilia,Leppänen,F,Finland,Europe,7526.0,CrossFit 10K,34.0,165 cm,150 lb,29.0,338.0,2021,games
159681.0,Regan Huckaby,Regan,Huckaby,F,United States,North America,1792.0,CrossFit Fort Vancouver,34.0,65 in,147 lb,30.0,312.0,2021,games
1187609.0,Sasha Nievas,Sasha,Nievas,F,Argentina,South America,,,23.0,156 cm,61 kg,31.0,297.0,2021,games
893554.0,Michelle Basnett,Michelle,Basnett,F,South Africa,Africa,8492.0,CrossFit Cornelius,24.0,64 in,152 lb,32.0,296.0,2021,games
314703.0,Caroline Conners,Caroline,Conners,F,United States,North America,1926.0,CrossFit MF,28.0,61 in,133 lb,33.0,234.0,2021,games
1346810.0,Seungyeon Choi,Seungyeon,Choi,F,"Korea, Republic of",Asia,17606.0,CrossFit Limelight,22.0,168 cm,155 lb,34.0,213.0,2021,games
670000.0,Dani Speegle,Dani,Speegle,F,United States,North America,600.0,CrossFit Invictus,27.0,66 in,168 lb,35.0,239.0,2021,games
2942.0,Kara Saunders,Kara,Saunders,F,Australia,Oceania,9043.0,CrossFit Carv,31.0,162 cm,162 lb,36.0,93.0,2021,games
305891.0,Kari Pearce,Kari,Pearce,F,United States,North America,7589.0,CrossFit Culmination,32.0,63 in,139 lb,37.0,0.0,2021,games
455677.0,Larissa Cunha,Larissa,Cunha,F,Brazil,South America,10585.0,Cavaleiros CrossFit,30.0,153 cm,62 kg,0.0,0.0,2021,games
592472.0,Bethany Shadburne,Bethany,Shadburne,F,United States,North America,7589.0,CrossFit Culmination,27.0,64 in,144 lb,0.0,0.0,2021,games
1019212.0,Svetlana Kubyshkina,Svetlana,Kubyshkina,F,,Asia,17189.0,Backstage CrossFit,30.0,155 cm,60 kg,0.0,0.0,2021,games
